web-scraper-order,web-scraper-start-url,Product_Name,Product_Price,Product_Sold
"1713627386-148","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Cat Pelapis PCB Hijau Original Pelindung Mesin","Rp34.400","581 Terjual"
"1713627386-149","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Lensa Kamera Redmi 6A Kaca Camera Original Xiaomi Lens","Rp8.700","2,9RB Terjual"
"1713627386-150","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Redmi 5 Plus Outside Button ON OFF Volume Power Xiaomi","Rp13.300","22 Terjual"
"1713627386-151","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Sc2723E Original New Tested Samsung","Rp23.300","83 Terjual"
"1713627386-152","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Max77843 Original New Tested Max 77843","Rp33.200","56 Terjual"
"1713627386-153","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Poco M3 Original Lens Camera Belakang","Rp12.600","658 Terjual"
"1713627386-154","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Oppo F5 Touchscreen LCD Depan Touch Kaca","Rp18.600","121 Terjual"
"1713627386-155","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Volume F5 Oppo Original Switch Tombol Fleksibel Flex","Rp11.400","68 Terjual"
"1713627386-156","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Volume Samsung A10S Flexibel Switch Fleksibel Volum Original","Rp12.200","12 Terjual"
"1713627386-157","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Asus ROG Phone 5 ZS660KL Connector Charger Port Usb Only","Rp18.300","24 Terjual"
"1713627386-158","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Samsung T331 T3310 Connector Charger","Rp6.600","484 Terjual"
"1713627386-159","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Max77932B 77932B Reno 6","Rp36.300","12 Terjual"
"1713627386-160","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Y81 Y83 Y91 Y95 Vivo Kaca Touchscreen LCD Layar Sentuh","Rp18.200Rp18.600-2%","1,2RB Terjual"
"1713627386-161","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Mi11T Mi 11T Pro Lensa Camera Lens Belakang Xiaomi","Rp15.300","3 Terjual"
"1713627386-162","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM8941 Original New Tested PM 8941","Rp18.600","54 Terjual"
"1713627386-163","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Oppo F5 F9 Original Connector Charger Ces Port Usb","Rp2.600","8,5RB Terjual"
"1713627386-164","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas A02 A022F Samsung Fast Charging Flexible Charging Board","Rp56.600","26 Terjual"
"1713627386-165","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Vivo Y91 Y93 Y95 Kualitas Khusus Lebih Baik Kaca Touchscreen Layar Sentuh Touch","Rp28.600","16 Terjual"
"1713627386-166","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Redmi Note 9 Pro Xiaomi Original Socket Di Mesin Soket Layar","Rp24.400","101 Terjual"
"1713627386-167","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Samsung A10s Outside Power Volume Button On Off Switch Original","Rp18.600","120 Terjual"
"1713627386-168","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Realme C21Y Flex Switch Tombol Power Volume","Rp12.200","184 Terjual"
"1713627386-169","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Samsung J1 J110 Connector Charger Ces","Rp1.600","6,6RB Terjual"
"1713627386-170","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Poco F4 5G Lensa Camera Lense Belakang Lens","Rp14.600","18 Terjual"
"1713627386-171","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Max77854 77854 Max 77854F","Rp36.600","63 Terjual"
"1713627386-172","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touchscreen Redmi Note 3 Pro Xiaomi Layar Sentuh Touch Screen","Rp27.600","9 Terjual"
"1713627386-173","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Samsung A03 Core Flexible Charging Board Charger","Rp46.300","16 Terjual"
"1713627386-174","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM8005 002 Samsung S8 Plus Original New Tested Xiaomi PM 8005","Rp33.600","32 Terjual"
"1713627386-175","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Nokia X6 Charger Connector Ces Port Usb Plug in Only","Rp7.600","739 Terjual"
"1713627386-176","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF SDR660 Redmi Note 8 Original New Sinyal PA Xiaomi Tested SDR 660 003","Rp44.300","1,4RB Terjual"
"1713627386-177","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power SPU14P Samsung A53","Rp86.600","50 Terjual"
"1713627386-178","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Lem Bening B7000 Original 15ML Serba Guna Clear LCD","Rp13.600","386 Terjual"
"1713627386-179","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Volume Oppo Reno 5F 4G Flexible Switch Tombol Fleksibel Volum","Rp12.200","184 Terjual"
"1713627386-180","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Polaris Universal 13 Inch Polarizer Film Lcd","Rp28.600","407 Terjual"
"1713627386-181","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Mi6X A2 Charger Connector Ces Port Usb Plug in Xiaomi","Rp6.800","1,2RB Terjual"
"1713627386-182","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera lp0ne Xs Tanpa Ring Original Lensa Camera Lens","Rp11.200","507 Terjual"
"1713627386-183","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzzer Only Infinix Hot 9 10 Play Original Buzer Loudspeaker Dering","Rp8.600","562 Terjual"
"1713627386-184","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Realme C21Y Lensa Camera Lens Belakang Lense","Rp13.600","58 Terjual"
"1713627386-185","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Switch On Off Asus Zenfone 2 Ze550ML Ze551ML Power Tombol Swit","Rp5.400","391 Terjual"
"1713627386-186","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Redmi Note 11 Pro Plus Connector Charger Xiaomi","Rp9.600","228 Terjual"
"1713627386-187","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Coil L3301 lP XR XS Max L3302 L3303 L3304 Original New Tested","Rp9.400","119 Terjual"
"1713627386-188","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas A12 A125F Samsung Papan Flex Charging Konektor Charger","Rp56.200","92 Terjual"
"1713627386-189","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas X695 Infinix Note 10 Pro Flexible Charging PCB Board","Rp28.600","99 Terjual"
"1713627386-190","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan EMMC3 UFS NAND UMCP Amaoe Original Bga Ic Kualitas Best","Rp55.600","537 Terjual"
"1713627386-191","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd J610 Samsung Original Socket Connector","Rp22.100","26 Terjual"
"1713627386-192","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi S2 Xiaomi Switch Power Volume Flex","Rp8.500","125 Terjual"
"1713627386-193","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu LM36274 Samsung A12 Original New Tested Display Light LM 36274","Rp25.500","3,1RB Terjual"
"1713627386-194","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas A10 A105F Samsung Flex Connector Board Charger","Rp46.600","48 Terjual"
"1713627386-195","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Pmi632-602 Vivo Y73 Y93 Pmi632 602","Rp46.600","310 Terjual"
"1713627386-196","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Socket Konektor Samsung A50 64 Pin Original di Mesin","Rp24.400","437 Terjual"
"1713627386-197","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai lp 13 Pro Max Original Connector Battery Di Mesin","Rp25.500","12 Terjual"
"1713627386-198","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display JG SM3304 Samsung J500F SM304B SM3004B Original New Tested","Rp36.600","30 Terjual"
"1713627386-199","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Rf VC7916-53 Realme 7i Original New Tested VC7916 53","Rp34.300","501 Terjual"
"1713627386-200","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Y12 Vivo Original Lense Camera","Rp14.600","182 Terjual"
"1713627386-201","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Poco X3 Original Fleksibel Flex Volume Power Switch","Rp9.400","83 Terjual"
"1713627386-202","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Realme 7i Lensa Camera Lens Belakang Lense","Rp13.600","23 Terjual"
"1713627386-203","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Samsung A53 Original Connector Charger Port Usb Ces Only","Rp15.500","408 Terjual"
"1713627386-204","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A37 Lensa Original Bawaan Camera Belakang","Rp8.300","229 Terjual"
"1713627386-205","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja A9 2018 Samsung Original Connector Charger Port Only","Rp14.600","65 Terjual"
"1713627386-206","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Tombol On Off Redmi 5 Plus Switch Power Volume Xiaomi","Rp8.600","108 Terjual"
"1713627386-207","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi Note 5 Pro Tombol Power Volume Xiaomi Original Tested Fleksibel Switch","Rp8.600","211 Terjual"
"1713627386-208","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera lph 11 Lense Camera Belakang Lens","Rp12.600","18 Terjual"
"1713627386-209","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas C21Y Realme Fleksibel Ui Board Flexibel Charging 21Y","Rp26.600","13 Terjual"
"1713627386-210","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Saja Tab 8 2019 T290 T295 Samsung Original Connector Charger Port Usb Only","Rp8.600","714 Terjual"
"1713627386-211","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd Samsung A51 A515F Socket Connector","Rp24.400","74 Terjual"
"1713627386-212","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Mi6X 6X Mi A2 Original Camera Xiaomi Lense Lens","Rp8.600","168 Terjual"
"1713627386-213","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Samsung i9082 Connector Charger Only","Rp1.100","947 Terjual"
"1713627386-214","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas A50s A507 Samsung Flex Charging Konektor Flexibel Ui Fleksibel Board","Rp63.600","41 Terjual"
"1713627386-215","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Cetakan BGA Msm8917 Sdm450 254 Emmc Original Plat Tebal Presisi","Rp23.300","530 Terjual"
"1713627386-216","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Pinset Venus Bengkok Original","Rp18.300","1RB Terjual"
"1713627386-217","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Realme C15 Konektor Charger Cas Connector Flex Flexibel C11","Rp18.600","25 Terjual"
"1713627386-218","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca V15 Pro Vivo Touchscreen LCD Depan Touch Kaca","Rp18.600","22 Terjual"
"1713627386-219","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai lp 12 Pro Max Original Connector Battery Di Mesin","Rp24.400","10 Terjual"
"1713627386-220","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Samsung A30S A307 Original Flex Charging Board Ces","Rp56.600","34 Terjual"
"1713627386-221","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off ZD551KL Asus Zenfone Selfie Tombol Power Original","Rp8.400","24 Terjual"
"1713627386-222","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Lensa Kamera Redmi Note 8 Pro Kaca Camera Original Xiaomi","Rp15.500","142 Terjual"
"1713627386-223","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 5 Pro Whyred Fleksibel Sub Main Xiaomi","Rp17.300","72 Terjual"
"1713627386-224","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja A3s Oppo Original Connector Charger Ces","Rp2.600","5,2RB Terjual"
"1713627386-225","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC IF S5511 Samsung A53 Shannon 5511","Rp56.600","13 Terjual"
"1713627386-226","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan MT6771V MT6785V Amaoe Cetakan IC Original Bahan Jepang MU3 BGA","Rp48.600","382 Terjual"
"1713627386-227","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa MT6177W Redmi 9 Original New Tested Baseband Sinyal RF MT 6177W","Rp34.400","602 Terjual"
"1713627386-228","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Amaoe Cetakan Sm8250 Sm8350 QU8 Original BGA IC","Rp48.600","328 Terjual"
"1713627386-229","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flux Murahan Punya Kw Kw Songka Murah","Rp4.600","477 Terjual"
"1713627386-230","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu Small 3756 Vivo Y12s Y91C  Original New Tested Light Display","Rp12.200","413 Terjual"
"1713627386-231","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power SM5713s Original New Tested SM 5713S","Rp56.600","8 Terjual"
"1713627386-232","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Volume Poco M4 Pro Flexible Switch Fleksibel Tombol Power","Rp11.200","22 Terjual"
"1713627386-233","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera lp 7+ 7 Plus Ring Lensa Camera","Rp15.600","398 Terjual"
"1713627386-234","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Sub Main Redmi Note 7 Lavender Xiaomi Flex Board","Rp18.600","65 Terjual"
"1713627386-235","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan SDM845 QU5 SM8150 Amaoe Original Bga Stencil","Rp54.300","447 Terjual"
"1713627386-236","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6357CRV Redmi 6 6A Original New Tested Xiaomi MTK 6357CRV","Rp63.300","1,2RB Terjual"
"1713627386-237","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6365VMW Mediatek MT 6365VMW","Rp56.600","16 Terjual"
"1713627386-238","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Redmi 10 5G Lensa Camera Lens Belakang Lense Xiaomi","Rp14.400","84 Terjual"
"1713627386-239","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Asus Zenfone C 4C Connector Charger","Rp3.550","1,8RB Terjual"
"1713627386-240","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off F5 Oppo Original Tombol Fleksibel Power Flex Dalam","Rp8.600","72 Terjual"
"1713627386-241","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Papan Cas Samsung A71 4G A715F Fast Charging With IC Konektor Charger Board Flex","Rp88.300","75 Terjual"
"1713627386-242","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Tab T820 T825 A Connector Charger Port Usb Samsung","Rp14.400","139 Terjual"
"1713627386-243","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC S925D2 Samsung","Rp26.100","319 Terjual"
"1713627386-244","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6190W Mediatek MT 6190W","Rp33.600","45 Terjual"
"1713627386-245","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Papan Cas Samsung A30 A305F Original Konektor Charger Board Flex","Rp46.600","35 Terjual"
"1713627386-246","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Vivo Y20 Original Battery Connector Batere Soket","Rp14.400","36 Terjual"
"1713627386-247","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM7150A PM 7150A Original New Tested","Rp96.300","46 Terjual"
"1713627386-248","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas X682 Infinix Hot 10 Flexible Board Charging Fleksibel","Rp34.400","12 Terjual"
